發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,2-30日死亡人數,受傷人數,當事人序,車種,天候,光線,道路類別,速限,道路型態,事故位置,路面狀況1,路面狀況2,路面狀況3,道路障礙1,道路障礙2,號誌1,號誌2,車道劃分-分向,車道劃分-分道1,車道劃分-分道2,車道劃分-分道3,事故類型及型態,性別,年齡,受傷程度,主要傷處,保護裝置,行動電話,車輛用途,當事者行動狀態,駕駛資格情形,駕駛執照種類,飲酒情形,車輛撞擊部位1,車輛撞擊部位2,肇因碼-個別,肇因碼-主要,個人肇逃否,職業,旅次目的,X,Y
38797,110,9,29,10,5,2,05中正區,中正區永福橋往台北方向,0,0,2,3,B12,8,1,5,50,14,9,1,5,4,5,7,2,1,4,4,5,1,13,1,27.0,3.0,10.0,1.0,1.0,7.0,12.0,1.0,8.0,1.0,3.0,,44.0,16,1.0,22.0,9.0,121.529424,25.01283304
38815,110,9,29,11,45,2,05中正區,中正區汀州路2段與師大路口,0,0,1,1,B03,8,1,5,50,5,1,1,5,4,5,7,1,1,3,4,5,2,12,1,25.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,2.0,,44.0,44,1.0,22.0,9.0,121.525412,25.02089051
38816,110,9,29,11,45,2,05中正區,中正區汀州路2段與師大路口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,3,4,5,2,12,1,70.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,1.0,11.0,,9.0,44,1.0,22.0,9.0,121.525412,25.02089051
38836,110,9,29,15,6,2,05中正區,中正區重慶南路1段124號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,45.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,8.0,9.0,15.0,,7.0,7,1.0,22.0,9.0,121.5126989,25.03822274
38838,110,9,29,15,6,2,05中正區,中正區重慶南路1段124號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,40.0,3.0,10.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,15.0,,44.0,7,1.0,22.0,9.0,121.5126989,25.03822274
38840,110,9,29,15,6,2,05中正區,中正區重慶南路1段124號,0,0,1,3,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,17,1,39.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,42.0,7,1.0,22.0,9.0,121.5126989,25.03822274
38848,110,9,29,15,35,2,05中正區,中正區中山南路與信義路1段口,0,0,2,1,C03,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,12,1,19.0,2.0,8.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,14.0,,26.0,26,1.0,18.0,5.0,121.5180049,25.03868317
38849,110,9,29,15,35,2,05中正區,中正區中山南路與信義路1段口,0,0,2,2,B01,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,12,1,62.0,3.0,10.0,3.0,1.0,7.0,9.0,1.0,4.0,1.0,6.0,,44.0,26,1.0,10.0,4.0,121.5180049,25.03868317
38850,110,9,29,15,35,2,05中正區,中正區中山南路與信義路1段口,0,0,2,3,H02,8,1,5,50,5,1,1,5,4,5,7,2,1,1,4,5,2,12,2,19.0,2.0,5.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,26,1.0,18.0,5.0,121.5180049,25.03868317
38860,110,9,29,17,30,2,05中正區,中正區南海路53號,0,0,1,1,C03,8,1,5,30,14,9,2,5,4,1,7,4,4,10,4,5,1,17,2,54.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,3.0,14.0,,23.0,23,1.0,22.0,9.0,121.5100499,25.03077913
38861,110,9,29,17,30,2,05中正區,中正區南海路53號,0,0,1,2,F01,8,1,5,30,14,9,2,5,4,1,7,4,4,10,4,5,1,17,2,13.0,3.0,10.0,4.0,5.0,7.0,9.0,8.0,20.0,2.0,16.0,,43.0,23,1.0,22.0,9.0,121.5100499,25.03077913
38892,110,9,29,21,10,2,05中正區,中正區林森南路與青島東路口,0,0,1,1,B02,8,3,5,50,4,2,1,5,4,5,7,2,1,10,4,5,1,3,1,53.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,,15.0,15,1.0,22.0,9.0,121.5229853,25.04351642
38893,110,9,29,21,10,2,05中正區,中正區林森南路與青島東路口,0,0,1,2,H01,8,3,5,50,4,2,1,5,4,5,7,2,1,10,4,5,1,3,2,21.0,2.0,9.0,4.0,5.0,8.0,16.0,8.0,20.0,10.0,16.0,,67.0,15,1.0,22.0,9.0,121.5229853,25.04351642
38931,110,9,30,8,17,2,05中正區,中正區濟南路1段3-1號,0,0,2,1,B03,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,2,38.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,2.0,4.0,,10.0,10,1.0,22.0,9.0,121.5213699,25.04272313
38934,110,9,30,8,17,2,05中正區,中正區濟南路1段3-1號,0,0,2,2,C03,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,1,29.0,2.0,9.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,11.0,,44.0,10,1.0,22.0,9.0,121.5213699,25.04272313
38937,110,9,30,8,17,2,05中正區,中正區濟南路1段3-1號,0,0,2,3,H02,8,1,5,50,14,7,1,5,4,5,7,4,4,5,4,4,2,16,2,51.0,2.0,7.0,1.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,10,1.0,22.0,9.0,121.5213699,25.04272313
38960,110,9,30,9,0,2,05中正區,中正區南海路39號,0,0,2,1,C03,8,1,5,30,14,9,1,5,4,5,7,4,4,10,4,5,1,3,1,69.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5131657,25.03162372
38963,110,9,30,9,0,2,05中正區,中正區南海路39號,0,0,2,2,H01,8,1,5,30,14,9,1,5,4,5,7,4,4,10,4,5,1,3,2,85.0,2.0,1.0,1.0,1.0,8.0,16.0,8.0,20.0,10.0,16.0,,51.0,23,1.0,22.0,9.0,121.5131657,25.03162372
38982,110,9,30,11,25,2,05中正區,中正區貴陽街1段與桃源街口,0,0,1,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,11,1,21.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,11.0,,8.0,8,1.0,22.0,9.0,121.5101705,25.03902865
38983,110,9,30,11,25,2,05中正區,中正區貴陽街1段與桃源街口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,5,1,11,2,26.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,14.0,,44.0,8,1.0,22.0,9.0,121.5101705,25.03902865
38994,110,9,30,12,24,2,05中正區,中正區金山南路1段與濟南路2段口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,2,1,3,4,5,2,17,2,36.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,2.0,15.0,,9.0,9,1.0,22.0,9.0,121.5291314,25.04084867
38995,110,9,30,12,24,2,05中正區,中正區金山南路1段與濟南路2段口,0,0,1,2,C03,8,1,5,50,4,1,1,5,4,5,7,2,1,3,4,5,2,17,1,58.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,44.0,9,1.0,22.0,9.0,121.5291314,25.04084867
39002,110,9,30,13,9,2,05中正區,中正區廈門街114巷1號與廈門街口前,0,0,1,1,B12,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,5,2,13,1,47.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,4.0,2.0,1.0,,44.0,44,1.0,22.0,9.0,121.5170838,25.02311962
39003,110,9,30,13,9,2,05中正區,中正區廈門街114巷1號與廈門街口前,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,5,2,13,2,54.0,2.0,9.0,1.0,1.0,7.0,8.0,4.0,11.0,2.0,13.0,,7.0,44,1.0,22.0,9.0,121.5170838,25.02311962
39004,110,9,30,13,11,2,05中正區,中正區館前路與北平西路口,0,0,1,1,C03,8,1,5,50,3,2,1,5,4,5,7,4,4,10,4,5,2,16,1,55.0,3.0,10.0,1.0,1.0,7.0,4.0,1.0,10.0,2.0,13.0,,1.0,1,1.0,22.0,9.0,121.5151199,25.04751691
39005,110,9,30,13,11,2,05中正區,中正區館前路與北平西路口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,4,4,10,4,5,2,16,2,20.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,1,1.0,22.0,9.0,121.5151199,25.04751691
39008,110,9,30,14,45,2,05中正區,中正區貴陽街1段與懷寧街口,0,0,1,1,C03,8,1,5,50,3,1,1,5,4,3,5,4,4,9,5,5,1,16,1,19.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,12.0,,8.0,8,1.0,22.0,9.0,121.5137128,25.03875868
39009,110,9,30,14,45,2,05中正區,中正區貴陽街1段與懷寧街口,0,0,1,2,C03,8,1,5,50,3,1,1,5,4,3,5,4,4,9,5,5,1,16,2,36.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,44.0,8,1.0,22.0,9.0,121.5137128,25.03875868
39010,110,9,30,14,45,2,05中正區,中正區貴陽街1段與懷寧街口,0,0,1,3,B03,8,1,5,50,3,1,1,5,4,3,5,4,4,9,5,5,1,16,1,42.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,1.0,1.0,,6.0,8,1.0,22.0,9.0,121.5137128,25.03875868
39023,110,9,30,15,55,2,05中正區,中正區金華街32號,0,0,1,1,B12,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,1,37.0,3.0,10.0,1.0,1.0,7.0,11.0,1.0,8.0,2.0,4.0,,10.0,10,1.0,22.0,9.0,121.5217105,25.03113585
39024,110,9,30,15,55,2,05中正區,中正區金華街32號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,16,1,26.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,10,1.0,22.0,9.0,121.5217105,25.03113585
39042,110,9,30,17,40,2,05中正區,中正區中山南路與常德街口,0,0,1,1,C03,8,2,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,17,1,25.0,2.0,9.0,1.0,1.0,7.0,8.0,1.0,10.0,2.0,12.0,,7.0,7,1.0,22.0,9.0,121.5185426,25.04161682
39044,110,9,30,17,40,2,05中正區,中正區中山南路與常德街口,0,0,1,2,C03,8,2,5,50,14,9,1,5,4,5,7,1,1,1,4,5,2,17,1,21.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,44.0,7,1.0,22.0,9.0,121.5185426,25.04161682
39104,110,9,30,23,55,2,05中正區,中正區鄭州路與重慶北路1段口,0,0,1,1,B01,8,3,5,0,4,2,1,5,4,5,7,1,1,9,4,5,2,17,1,56.0,4.0,11.0,3.0,4.0,7.0,15.0,7.0,19.0,11.0,15.0,,25.0,25,2.0,22.0,9.0,121.513435,25.04926017
39105,110,9,30,23,55,2,05中正區,中正區鄭州路與重慶北路1段口,0,0,1,2,C03,8,3,5,0,4,2,1,5,4,5,7,1,1,9,4,5,2,17,1,19.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,13.0,25,1.0,22.0,9.0,121.513435,25.04926017
39227,110,10,1,16,31,2,05中正區,中正區汀州路2段與同安街口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,12,2,63.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,17.0,17,1.0,22.0,9.0,121.5217861,25.02409464
39228,110,10,1,16,31,2,05中正區,中正區汀州路2段與同安街口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,5,4,5,2,12,2,48.0,2.0,8.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,17.0,17,1.0,22.0,9.0,121.5217861,25.02409464
39268,110,10,1,18,54,2,05中正區,中正區羅斯福路1段與南海路口,0,0,1,1,A02,8,3,5,30,4,1,1,5,4,5,7,1,1,3,4,4,2,17,1,42.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,2.0,1.0,2.0,,44.0,44,2.0,22.0,9.0,121.5181007,25.032876
39269,110,10,1,18,54,2,05中正區,中正區羅斯福路1段與南海路口,0,0,1,2,C03,8,3,5,30,4,1,1,5,4,5,7,1,1,3,4,4,2,17,1,65.0,2.0,8.0,1.0,1.0,7.0,7.0,1.0,10.0,1.0,11.0,,7.0,44,1.0,22.0,9.0,121.5181007,25.032876
39282,110,10,1,19,53,2,05中正區,中正區水源路27巷與水源路口,0,0,2,1,C03,8,3,5,30,3,1,1,5,4,5,7,4,4,9,4,5,2,15,1,56.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,6.0,6,1.0,22.0,9.0,121.5246675,25.0174801
39283,110,10,1,19,53,2,05中正區,中正區水源路27巷與水源路口,0,0,2,2,C03,8,3,5,30,3,1,1,5,4,5,7,4,4,9,4,5,2,15,2,44.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,14.0,6,1.0,22.0,9.0,121.5246675,25.0174801
39308,110,10,2,9,14,2,05中正區,中正區羅斯福路4段56號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,12,1,43.0,2.0,2.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,2.0,,23.0,23,1.0,22.0,9.0,121.5339337,25.01497001
39309,110,10,2,9,14,2,05中正區,中正區羅斯福路4段56號,0,0,1,2,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,3,4,5,2,12,1,39.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,4.0,,38.0,23,1.0,22.0,9.0,121.5339337,25.01497001
39334,110,10,2,11,50,2,05中正區,中正區金山南路1段與八德路1段口,0,0,2,1,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,13,1,55.0,2.0,9.0,1.0,4.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5301179,25.04369915
39335,110,10,2,11,50,2,05中正區,中正區金山南路1段與八德路1段口,0,0,2,2,C03,8,1,5,50,4,2,1,5,4,5,7,1,1,9,4,5,2,13,1,42.0,2.0,8.0,1.0,4.0,7.0,14.0,1.0,10.0,2.0,13.0,,44.0,23,1.0,22.0,9.0,121.5301179,25.04369915
39348,110,10,2,12,35,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,3,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,1,12,1,55.0,2.0,1.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,26.0,26,1.0,22.0,9.0,121.5133171,25.04515319
39349,110,10,2,12,35,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,3,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,1,12,1,19.0,2.0,9.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,14.0,,8.0,26,1.0,22.0,9.0,121.5133171,25.04515319
39350,110,10,2,12,35,2,05中正區,中正區重慶南路1段與漢口街1段口,0,0,3,3,H02,8,1,5,50,4,1,1,5,4,5,7,1,1,10,4,5,1,12,2,17.0,2.0,9.0,4.0,5.0,7.0,20.0,8.0,20.0,10.0,16.0,,67.0,26,1.0,22.0,9.0,121.5133171,25.04515319
39351,110,10,2,13,10,2,05中正區,中正區寧波西街14號,0,0,1,1,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,47.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,8.0,2.0,2.0,,40.0,40,1.0,22.0,9.0,121.5185545,25.03126938
39352,110,10,2,13,10,2,05中正區,中正區寧波西街14號,0,0,1,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,38.0,2.0,9.0,1.0,3.0,7.0,9.0,1.0,10.0,2.0,11.0,,44.0,40,1.0,22.0,9.0,121.5185545,25.03126938
39353,110,10,2,13,10,2,05中正區,中正區寧波西街14號,0,0,1,3,H02,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,2,44.0,3.0,10.0,4.0,5.0,7.0,19.0,8.0,20.0,1.0,16.0,,56.0,40,1.0,22.0,9.0,121.5185545,25.03126938
39354,110,10,2,13,10,2,05中正區,中正區寧波西街14號,0,0,1,4,B03,8,1,5,50,14,9,1,5,4,5,7,4,4,9,4,5,2,12,1,50.0,3.0,10.0,3.0,1.0,7.0,13.0,1.0,8.0,1.0,7.0,,44.0,40,1.0,22.0,9.0,121.5185545,25.03126938
39361,110,10,2,13,40,2,05中正區,中正區林森南路與林森南路61巷口,0,0,1,1,B03,8,1,5,50,5,1,1,5,4,5,7,1,1,10,4,5,2,16,1,59.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,9.0,2.0,,6.0,6,1.0,22.0,9.0,121.5219087,25.0398483
39362,110,10,2,13,40,2,05中正區,中正區林森南路與林森南路61巷口,0,0,1,2,C03,8,1,5,50,5,1,1,5,4,5,7,1,1,10,4,5,2,16,1,22.0,2.0,4.0,1.0,1.0,7.0,9.0,1.0,10.0,9.0,11.0,,44.0,6,1.0,22.0,9.0,121.5219087,25.0398483
39372,110,10,2,14,15,2,05中正區,中正區忠孝東路1段與紹興南街口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,13,1,32.0,3.0,10.0,1.0,1.0,7.0,6.0,1.0,8.0,1.0,1.0,,23.0,23,1.0,22.0,9.0,121.5250179,25.04429266
39373,110,10,2,14,15,2,05中正區,中正區忠孝東路1段與紹興南街口,0,0,1,2,C01,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,13,1,26.0,2.0,8.0,1.0,1.0,7.0,15.0,1.0,9.0,1.0,13.0,,44.0,23,1.0,22.0,9.0,121.5250179,25.04429266
39416,110,10,2,17,30,2,05中正區,中正區中山南路與愛國西路口,0,0,1,1,B03,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,3,2,17,1,46.0,3.0,10.0,1.0,4.0,7.0,8.0,1.0,8.0,2.0,5.0,,7.0,7,1.0,22.0,9.0,121.5165495,25.03512732
39417,110,10,2,17,30,2,05中正區,中正區中山南路與愛國西路口,0,0,1,2,B12,8,1,5,50,4,1,1,5,4,5,7,1,1,9,4,3,2,17,1,46.0,2.0,7.0,1.0,4.0,7.0,9.0,1.0,8.0,2.0,8.0,,44.0,7,1.0,22.0,9.0,121.5165495,25.03512732
39430,110,10,2,21,58,2,05中正區,中正區館前路往北(K12地下出入口),0,0,2,1,B12,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,12,2,59.0,3.0,10.0,3.0,1.0,7.0,8.0,1.0,8.0,2.0,5.0,,7.0,7,1.0,22.0,5.0,121.5150442,25.04722425
39431,110,10,2,21,58,2,05中正區,中正區館前路往北(K12地下出入口),0,0,2,2,C03,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,12,1,19.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,14.0,,13.0,7,1.0,18.0,5.0,121.5150442,25.04722425
39432,110,10,2,21,58,2,05中正區,中正區館前路往北(K12地下出入口),0,0,2,3,H02,8,3,5,50,14,9,1,5,4,5,7,4,4,10,4,5,2,12,1,20.0,2.0,9.0,1.0,5.0,7.0,17.0,8.0,20.0,10.0,16.0,,67.0,7,1.0,18.0,5.0,121.5150442,25.04722425
39441,110,10,2,22,20,2,05中正區,中正區基隆路4段與羅斯福路4段口,0,0,1,1,B03,8,3,5,50,5,2,1,5,4,5,7,1,1,1,4,5,2,16,1,38.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,,8.0,8,1.0,22.0,9.0,121.5369588,25.0113822
39442,110,10,2,22,20,2,05中正區,中正區基隆路4段與羅斯福路4段口,0,0,1,2,C03,8,3,5,50,5,2,1,5,4,5,7,1,1,1,4,5,2,16,1,24.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,13.0,8,1.0,22.0,9.0,121.5369588,25.0113822
39451,110,10,3,0,19,2,05中正區,中正區和平西路2段與南海路口,0,0,1,1,A12,7,3,5,50,14,9,1,2,4,5,7,2,1,4,3,5,1,17,1,38.0,3.0,10.0,1.0,1.0,7.0,15.0,1.0,2.0,9.0,15.0,,42.0,42,1.0,22.0,9.0,121.5091295,25.03050363
39452,110,10,3,0,19,2,05中正區,中正區和平西路2段與南海路口,0,0,1,2,C03,7,3,5,50,14,9,1,2,4,5,7,2,1,4,3,5,1,17,2,27.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,12.0,,44.0,42,1.0,22.0,9.0,121.5091295,25.03050363
39464,110,10,3,6,56,2,05中正區,中正區和平西路1段與廈門街口,0,0,2,1,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,2,68.0,2.0,7.0,1.0,1.0,7.0,5.0,1.0,10.0,2.0,12.0,,8.0,8,1.0,22.0,9.0,121.5179575,25.02671538
39465,110,10,3,6,56,2,05中正區,中正區和平西路1段與廈門街口,0,0,2,2,C03,8,1,5,50,4,1,1,5,4,5,7,1,1,1,4,5,2,16,1,59.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,8,1.0,22.0,9.0,121.5179575,25.02671538
39505,110,10,3,12,11,2,05中正區,中正區和平西路1段與泉州街口,0,0,2,1,C03,8,1,5,50,5,2,1,5,4,5,7,1,1,3,4,5,2,13,1,60.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,23,1.0,22.0,9.0,121.5146428,25.02776446
39506,110,10,3,12,11,2,05中正區,中正區和平西路1段與泉州街口,0,0,2,2,C03,8,1,5,50,5,2,1,5,4,5,7,1,1,3,4,5,2,13,2,53.0,2.0,4.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,13.0,,44.0,23,1.0,22.0,9.0,121.5146428,25.02776446
39514,110,10,3,12,55,2,05中正區,中正區館前路與襄陽路口,0,0,1,1,C03,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,5,1,12,2,36.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,1.0,11.0,,44.0,44,1.0,22.0,9.0,121.5149018,25.04340435
39515,110,10,3,12,55,2,05中正區,中正區館前路與襄陽路口,0,0,1,2,C03,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,5,1,12,1,18.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,10.0,1.0,13.0,,8.0,44,1.0,22.0,9.0,121.5149018,25.04340435
39516,110,10,3,12,55,2,05中正區,中正區館前路與襄陽路口,0,0,1,3,H02,8,1,5,50,3,2,1,5,4,5,7,1,1,5,4,5,1,12,2,40.0,3.0,10.0,1.0,5.0,7.0,21.0,8.0,20.0,10.0,16.0,,67.0,44,1.0,22.0,9.0,121.5149018,25.04340435
39533,110,10,3,15,20,2,05中正區,中正區市民大道2段與林森北路口,0,0,1,1,B03,8,1,5,40,3,2,1,5,4,5,7,4,4,1,4,5,2,12,1,28.0,3.0,10.0,1.0,1.0,7.0,9.0,1.0,8.0,2.0,5.0,,44.0,44,1.0,22.0,9.0,121.5240802,25.0477137
39534,110,10,3,15,20,2,05中正區,中正區市民大道2段與林森北路口,0,0,1,2,C03,8,1,5,40,3,2,1,5,4,5,7,4,4,1,4,5,2,12,1,33.0,2.0,9.0,1.0,1.0,7.0,7.0,1.0,10.0,2.0,13.0,,7.0,44,1.0,22.0,9.0,121.5240802,25.0477137
39600,110,10,3,22,55,2,05中正區,中正區新生南路1段與濟南路2段口,0,0,1,1,B03,8,3,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,17,1,44.0,3.0,10.0,3.0,1.0,7.0,5.0,1.0,8.0,2.0,15.0,,8.0,8,1.0,22.0,5.0,121.5327585,25.0401812
39601,110,10,3,22,55,2,05中正區,中正區新生南路1段與濟南路2段口,0,0,1,2,C03,8,3,5,50,4,1,1,5,4,5,7,2,1,1,4,5,2,17,1,29.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,13.0,8,1.0,22.0,1.0,121.5327585,25.0401812
39624,110,10,4,8,25,2,05中正區,中正區愛國西路上(近小南門捷運站2號出口),0,0,2,1,C04,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,16,1,31.0,2.0,7.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,14.0,,16.0,16,1.0,22.0,9.0,121.5093938,25.03597097
39627,110,10,4,8,25,2,05中正區,中正區愛國西路上(近小南門捷運站2號出口),0,0,2,2,C03,8,1,5,50,14,9,1,5,4,5,7,4,4,1,4,5,1,16,1,70.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,12.0,,16.0,16,1.0,22.0,9.0,121.5093938,25.03597097
39641,110,10,4,9,2,2,05中正區,中正區中山北路1段與市民大道1段口,0,0,1,1,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,13,1,32.0,3.0,10.0,1.0,1.0,7.0,14.0,1.0,10.0,2.0,13.0,,44.0,44,1.0,22.0,9.0,121.5205853,25.04802083
39642,110,10,4,9,2,2,05中正區,中正區中山北路1段與市民大道1段口,0,0,1,2,C03,8,1,5,50,4,2,1,5,4,5,7,2,1,5,4,5,2,13,1,70.0,2.0,9.0,1.0,1.0,7.0,9.0,1.0,10.0,2.0,11.0,,23.0,44,1.0,22.0,9.0,121.5205853,25.04802083
39675,110,10,4,10,20,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,0,1,B12,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,1,2,12,1,55.0,3.0,10.0,1.0,1.0,7.0,5.0,1.0,8.0,2.0,8.0,,8.0,8,1.0,22.0,9.0,121.507495,25.03935993
39676,110,10,4,10,20,2,05中正區,中正區中華路1段與貴陽街1段口,0,1,0,2,F01,8,1,5,50,4,1,1,5,4,5,7,2,1,1,4,1,2,12,1,84.0,5.0,1.0,4.0,1.0,7.0,9.0,8.0,20.0,11.0,16.0,,42.0,8,1.0,22.0,9.0,121.507495,25.03935993
39687,110,10,4,12,15,2,05中正區,中正區南陽街與許昌街口,0,0,1,1,B01,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,1,63.0,3.0,10.0,1.0,4.0,7.0,9.0,1.0,8.0,1.0,1.0,,6.0,6,1.0,22.0,9.0,121.5161344,25.04553801
39688,110,10,4,12,15,2,05中正區,中正區南陽街與許昌街口,0,0,1,2,C03,8,1,5,30,4,1,1,5,4,5,7,4,4,10,5,5,2,15,2,34.0,2.0,8.0,1.0,4.0,7.0,9.0,1.0,10.0,1.0,14.0,,14.0,6,1.0,22.0,9.0,121.5161344,25.04553801
39699,110,10,4,12,40,2,05中正區,中正區中山南路與徐州路口,0,0,2,1,C03,8,1,5,50,3,1,1,5,4,5,7,2,1,1,4,1,2,12,1,70.0,2.0,9.0,1.0,1.0,7.0,6.0,1.0,10.0,2.0,12.0,,9.0,9,1.0,22.0,9.0,121.5186548,25.04182659
